EntryNo,Pancard,Adharcard,OfficeId,VoterID,Driving,ElectricityBill,TeleBill,RationCard,Passport,Remarks
MEM2301-000061,1,1,1,-1,-1,-1,-1,-1,-1,
51101,1,1,1,-1,-1,1,-1,-1,-1,
MEM2301-000066,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000068,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000069,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000073,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000075,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000076,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000078,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000080,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000081,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000083,2,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000084,1,1,1,-1,-1,1,-1,-1,-1,
MEM2301-000088,1,1,-1,-1,-1,1,1,-1,-1,
MEM2301-000090,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000093,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM2301-000094,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000095,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000096,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000097,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000099,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000100,1,1,1,2,2,1,2,1,2,
MEM2301-000103,1,1,1,2,2,2,2,2,2,
MEM2301-000106,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000107,1,1,1,2,2,1,2,1,2,
MEM2301-000109,1,1,1,2,2,2,2,2,2,
4618,1,1,1,-1,-1,-1,-1,-1,-1,
4620,1,1,1,-1,-1,-1,-1,-1,-1,
4623,1,1,1,-1,-1,-1,-1,-1,-1,
4626,1,1,1,-1,-1,-1,-1,-1,-1,
4629,1,1,1,-1,-1,-1,-1,-1,-1,
4633,-1,1,1,-1,-1,-1,-1,-1,-1,
4643,1,1,1,-1,-1,-1,-1,-1,-1,
4636,-1,-1,1,-1,-1,-1,-1,-1,-1,
4637,1,1,1,-1,-1,-1,-1,-1,-1,
4649,1,1,1,-1,-1,-1,-1,-1,-1,
4651,1,1,1,-1,-1,-1,-1,-1,-1,
4654,1,1,1,-1,-1,-1,-1,-1,-1,
2096,1,1,1,-1,-1,-1,-1,-1,-1,
2098,1,1,1,-1,-1,-1,-1,-1,-1,
2104,1,1,1,-1,-1,-1,-1,-1,-1,
4451,1,1,1,-1,-1,-1,-1,-1,-1,
4452,1,1,1,-1,-1,-1,-1,-1,-1,
3987,1,1,1,-1,-1,-1,-1,-1,-1,
3988,1,1,1,-1,-1,-1,-1,-1,-1,
4453,1,1,1,-1,-1,-1,-1,-1,-1,
4455,1,1,1,-1,-1,-1,-1,-1,-1,
4456,1,1,1,-1,-1,-1,-1,-1,-1,
3990,-1,-1,1,-1,-1,-1,-1,-1,-1,
3997,1,1,1,-1,-1,-1,-1,-1,-1,
4560,1,1,1,-1,-1,-1,-1,-1,-1,
4631,1,1,1,-1,-1,-1,-1,-1,-1,
3829,1,1,1,-1,-1,-1,-1,-1,-1,
4657,1,1,1,-1,-1,-1,-1,-1,-1,
4658,1,1,1,-1,-1,-1,-1,-1,-1,
1701,1,1,1,-1,-1,-1,-1,-1,-1,
3999,-1,-1,1,-1,-1,-1,-1,-1,-1,
1702,1,1,1,-1,-1,-1,-1,-1,-1,
4666,1,1,1,-1,-1,-1,-1,-1,-1,
1298,1,1,1,-1,-1,-1,-1,-1,-1,
1715,1,1,1,-1,-1,-1,-1,-1,-1,
3756,1,1,1,-1,-1,-1,-1,-1,-1,
3749,2,1,1,-1,-1,-1,-1,-1,-1,
3754,1,1,1,-1,-1,-1,-1,-1,-1,
3806,-1,-1,1,-1,-1,-1,-1,-1,-1,
3807,1,1,1,-1,-1,-1,-1,-1,-1,
3810,1,1,1,-1,-1,-1,-1,-1,-1,
3874,1,1,1,-1,-1,-1,-1,-1,-1,
3812,1,1,1,-1,-1,-1,-1,-1,-1,
3814,1,1,1,-1,-1,-1,-1,-1,-1,
3816,1,1,1,-1,-1,-1,-1,-1,-1,
3825,1,1,1,-1,-1,-1,-1,-1,-1,
3878,1,1,1,-1,-1,-1,-1,-1,-1,
3852,1,1,1,-1,-1,-1,-1,-1,-1,
3883,1,1,1,-1,-1,-1,-1,-1,-1,
3855,1,1,1,-1,-1,-1,-1,-1,-1,
3886,1,1,1,-1,-1,-1,-1,-1,-1,
3858,1,1,1,-1,-1,-1,-1,-1,-1,
3894,1,1,1,-1,-1,-1,-1,-1,-1,
3867,2,2,1,-1,-1,-1,-1,-1,-1,
3896,1,1,1,-1,-1,-1,-1,-1,-1,
3898,1,-1,1,-1,-1,-1,-1,-1,-1,
3899,1,1,1,-1,-1,-1,-1,-1,-1,
3873,1,1,1,-1,-1,-1,-1,-1,-1,
2024,2,2,1,-1,-1,-1,-1,-1,-1,
2026,1,1,1,-1,-1,-1,-1,-1,-1,
3903,1,1,1,-1,-1,-1,-1,-1,-1,
3764,1,1,1,-1,-1,-1,-1,-1,-1,
3766,1,1,1,-1,-1,-1,-1,-1,-1,
3769,1,1,1,-1,-1,-1,-1,-1,-1,
3770,1,1,1,-1,-1,-1,-1,-1,-1,
3906,1,1,1,-1,-1,-1,-1,-1,-1,
3777,1,1,1,-1,-1,-1,-1,-1,-1,
2029,1,1,1,-1,-1,-1,-1,-1,-1,
3909,1,1,1,-1,-1,-1,-1,-1,-1,
3912,1,1,1,-1,-1,-1,-1,-1,-1,
2034,1,1,1,-1,-1,-1,-1,-1,-1,
2035,1,1,1,-1,-1,-1,-1,-1,-1,
3914,1,1,1,-1,-1,-1,-1,-1,-1,
2039,1,1,1,-1,-1,-1,-1,-1,-1,
3918,1,1,1,-1,-1,-1,-1,-1,-1,
2047,1,1,1,-1,-1,-1,-1,-1,-1,
3794,1,1,1,-1,-1,-1,-1,-1,-1,
3723,1,1,1,-1,-1,-1,-1,-1,-1,
3718,1,1,1,-1,-1,-1,-1,-1,-1,
3930,1,1,1,-1,-1,-1,-1,-1,-1,
3800,1,1,1,-1,-1,-1,-1,-1,-1,
3684,1,1,1,-1,-1,-1,-1,-1,-1,
3803,-1,-1,1,-1,-1,-1,-1,-1,-1,
3933,1,1,1,-1,-1,-1,-1,-1,-1,
4045,1,1,1,-1,-1,-1,-1,-1,-1,
3716,1,1,1,-1,-1,-1,-1,-1,-1,
3804,1,1,1,-1,-1,-1,-1,-1,-1,
7716,1,1,1,-1,-1,-1,-1,-1,-1,
3935,1,1,1,-1,-1,-1,-1,-1,-1,
3805,1,-1,1,-1,-1,-1,-1,-1,-1,
3656,1,1,1,-1,-1,-1,-1,-1,-1,
3658,1,1,1,-1,-1,-1,-1,-1,-1,
3660,1,1,1,-1,-1,-1,-1,-1,-1,
3661,1,1,1,-1,-1,-1,-1,-1,-1,
3827,1,1,1,-1,-1,-1,-1,-1,-1,
3668,1,1,1,-1,-1,-1,-1,-1,-1,
3672,1,1,1,-1,-1,-1,-1,-1,-1,
3673,1,1,1,-1,-1,-1,-1,-1,-1,
3833,1,1,1,-1,-1,-1,-1,-1,-1,
3956,1,2,1,-1,-1,-1,-1,-1,-1,
3834,1,1,1,-1,-1,-1,-1,-1,-1,
3961,1,1,1,-1,-1,-1,-1,-1,-1,
3964,1,1,1,-1,-1,-1,-1,-1,-1,
3967,1,1,1,-1,-1,-1,-1,-1,-1,
3968,2,1,1,-1,-1,-1,-1,-1,-1,
3978,2,2,1,-1,-1,-1,-1,-1,-1,
3843,1,1,1,-1,-1,-1,-1,-1,-1,
3980,1,1,1,-1,-1,-1,-1,-1,-1,
3690,1,1,1,-1,-1,-1,-1,-1,-1,
3845,1,1,1,-1,-1,-1,-1,-1,-1,
3981,1,1,1,-1,-1,-1,-1,-1,-1,
3985,1,1,1,-1,-1,-1,-1,-1,-1,
4246,1,1,1,-1,-1,-1,-1,-1,-1,
3694,1,1,1,-1,-1,-1,-1,-1,-1,
2042,1,1,1,-1,-1,-1,-1,-1,-1,
3696,1,-1,1,-1,-1,-1,-1,-1,-1,
2119,1,1,1,-1,-1,-1,-1,-1,-1,
2125,-1,-1,1,-1,-1,-1,-1,-1,-1,
2137,1,1,1,-1,-1,-1,-1,-1,-1,
2195,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001149,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001153,1,-1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001215,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM1901-001249,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001169,1,2,2,2,2,2,2,2,1,
MEM1901-001428,1,1,1,1,-1,-1,-1,-1,-1,
MEM1901-001501,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2101-000208,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2201-000005,1,1,1,2,2,1,-1,-1,-1,
MEM2201-000028,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2201-000029,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2201-000109,1,1,1,2,2,1,-1,-1,-1,
MEM2201-000117,1,1,-1,-1,-1,1,-1,1,-1,
MEM2201-000138,1,1,1,2,2,2,-1,-1,-1,
MEM2201-000171,1,1,1,-1,-1,1,-1,-1,-1,
MEM2201-000173,1,2,2,2,2,1,2,2,2,LEAVE AND LICENSE AGR.SUBMITTED
MEM2201-000210,1,1,1,2,2,2,2,2,-1,
MEM2201-000248,1,1,1,-1,-1,-1,-1,1,-1,
MEM2301-000019,1,1,1,2,2,1,2,2,2,
MEM2301-000071,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000074,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000085,1,1,1,2,2,2,2,2,2,
MEM2301-000086,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000091,1,1,1,2,2,1,2,2,2,
MEM2301-000104,1,1,1,2,2,2,2,2,2,
MEM2301-000110,1,1,1,2,2,2,2,2,2,
MEM2301-000112,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000116,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000118,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000119,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000121,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000122,1,1,1,2,2,1,2,1,2,
MEM2301-000124,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000126,1,1,-1,-1,-1,1,-1,-1,-1,
MEM2301-000125,1,1,1,2,-1,-1,-1,-1,-1,
MEM2301-000127,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000128,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000130,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000132,1,1,1,2,2,1,2,2,2,
MEM2301-000133,1,1,1,-1,-1,-1,-1,-1,-1,NEW MEMBER
MEM2301-000136,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000138,1,1,1,2,2,2,2,2,2,
MEM2301-000140,1,1,1,2,2,1,2,2,2,
MEM2301-000141,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000144,1,1,1,-1,-1,1,-1,-1,-1,
MEM2301-000146,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000147,1,1,1,-1,-1,1,-1,-1,-1,
MEM2301-000151,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000152,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000153,1,1,1,-1,-1,1,-1,-1,-1,
MEM2301-000158,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000159,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000161,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000164,1,1,1,2,2,2,2,2,2,
MEM2301-000165,1,1,1,-1,-1,1,-1,-1,-1,
MEM2301-000166,1,1,1,2,2,1,2,2,2,
MEM2301-000170,1,1,1,-1,-1,-1,-1,1,-1,
MEM2301-000173,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000174,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000176,1,1,1,-1,-1,1,-1,-1,-1,
MEM2301-000179,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000180,2,1,1,2,2,2,2,1,2,
MEM2301-000181,-1,1,-1,-1,-1,1,1,-1,-1,
MEM2301-000182,1,1,1,2,2,2,2,1,2,
MEM2301-000184,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000187,1,1,1,2,2,1,2,2,2,
MEM2301-000188,1,1,1,2,2,1,2,1,2,
MEM2301-000193,1,1,1,2,2,1,2,2,2,
MEM2301-000196,1,1,1,2,2,1,2,2,2,
MEM2301-000198,1,1,-1,-1,-1,-1,-1,1,1,
MEM2301-000199,-1,-1,-1,-1,-1,-1,-1,-1,-1,
MEM2301-000201,-1,-1,-1,-1,-1,-1,-1,-1,-1,
MEM2301-000202,-1,-1,-1,-1,-1,-1,-1,-1,-1,
4624,1,1,1,-1,-1,-1,-1,-1,-1,
4641,1,1,1,-1,-1,-1,-1,-1,-1,
4648,1,1,1,-1,-1,-1,-1,-1,-1,
4652,1,1,1,-1,-1,-1,-1,-1,-1,
3998,1,1,1,-1,-1,-1,-1,-1,-1,
1705,1,1,1,-1,-1,-1,-1,-1,-1,
4284,-1,-1,1,-1,-1,-1,-1,-1,-1,
3752,1,-1,1,-1,-1,-1,-1,-1,-1,
3808,1,1,1,-1,-1,-1,-1,-1,-1,
3849,1,1,1,-1,-1,-1,-1,-1,-1,
3864,1,1,1,-1,-1,-1,-1,-1,-1,
3907,1,1,1,-1,-1,-1,-1,-1,-1,
3870,1,1,1,-1,-1,-1,-1,-1,-1,
2025,1,1,1,-1,-1,-1,-1,-1,-1,
3765,1,1,1,-1,-1,-1,-1,-1,-1,
3771,1,1,1,-1,-1,-1,-1,-1,-1,
3923,1,1,1,-1,-1,-1,-1,-1,-1,
3928,1,1,1,-1,-1,-1,-1,-1,-1,
3798,1,1,1,-1,-1,-1,-1,-1,-1,
4043,1,1,1,-1,-1,-1,-1,-1,-1,
3666,1,1,1,-1,-1,-1,-1,-1,-1,
3949,1,1,1,-1,-1,-1,-1,-1,-1,
3831,1,1,1,-1,-1,-1,-1,-1,-1,
1290,1,1,1,-1,-1,-1,-1,-1,-1,
4139,2,2,1,-1,-1,-1,-1,-1,-1,
3838,1,1,1,-1,-1,-1,-1,-1,-1,
3966,1,1,1,-1,-1,-1,-1,-1,-1,
3977,1,1,1,-1,-1,-1,-1,-1,-1,
3984,1,1,1,-1,-1,-1,-1,-1,-1,
3695,1,1,1,-1,-1,-1,-1,-1,-1,
2124,-1,-1,1,-1,-1,-1,-1,-1,-1,
2135,1,1,1,-1,-1,-1,-1,-1,-1,
2167,-1,1,1,-1,-1,-1,-1,-1,-1,
3701,1,1,1,-1,-1,-1,-1,-1,-1,
2050,1,1,1,-1,-1,-1,-1,-1,-1,
2058,1,1,1,-1,-1,-1,-1,-1,-1,
2067,1,1,1,-1,-1,-1,-1,-1,-1,
2287,2,2,1,-1,-1,-1,-1,-1,-1,
4005,1,1,1,-1,-1,-1,-1,-1,-1,
4204,2,2,1,-1,-1,-1,-1,-1,-1,
MEM1901-001082,1,1,-1,1,-1,-1,-1,-1,-1,
MEM1901-001106,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001227,1,1,1,2,2,2,2,2,2,
MEM1901-001171,1,1,1,2,2,2,2,2,2,
MEM1901-001016,2,1,-1,-1,-1,-1,-1,-1,-1,
MEM2001-000003,1,1,2,2,2,2,2,2,2,
MEM2001-000059,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2201-000027,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2201-000038,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2201-000064,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2201-000129,1,1,1,-1,-1,1,-1,-1,-1,
MEM2201-000134,1,1,1,-1,-1,1,-1,-1,-1,
MEM2201-000139,1,1,1,-1,-1,1,-1,1,-1,
MEM2201-000180,-1,1,1,-1,-1,-1,-1,-1,-1,
MEM2201-000191,2,1,1,-1,-1,1,-1,-1,-1,
MEM2201-000240,1,1,1,2,-1,1,-1,-1,-1,
MEM2201-000261,1,1,2,-1,-1,-1,-1,-1,-1,
MEM2201-000266,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2201-000268,1,1,1,-1,-1,1,2,-1,-1,
MEM2201-000271,1,1,2,-1,-1,-1,1,-1,-1,
MEM2301-000016,1,1,-1,1,-1,1,-1,-1,-1,
MEM2301-000033,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000044,1,2,1,2,2,1,2,1,2,
MEM2301-000058,1,1,1,2,2,1,2,2,2,
MEM2301-000070,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000105,1,1,1,-1,-1,1,-1,-1,-1,
MEM2301-000111,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000114,1,1,1,2,2,2,2,2,2,
MEM2301-000117,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000129,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000134,1,1,1,-1,-1,1,-1,-1,-1,
MEM2301-000142,1,-1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000148,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000149,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000154,1,1,1,-1,-1,1,-1,1,-1,
MEM2301-000157,1,1,1,2,-1,-1,-1,-1,-1,
MEM2301-000160,1,1,1,2,2,2,2,1,2,
MEM2301-000163,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000172,1,1,1,-1,-1,1,-1,-1,-1,
MEM2301-000186,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000189,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000191,-1,-1,-1,-1,-1,-1,-1,-1,-1,
MEM2301-000197,1,1,-1,-1,-1,1,-1,-1,-1,
MEM2301-000200,1,1,1,-1,-1,1,-1,1,-1,
MEM2301-000208,-1,-1,-1,-1,-1,-1,-1,-1,-1,
MEM2301-000209,-1,-1,-1,-1,-1,-1,-1,-1,-1,
MEM2301-000210,-1,-1,-1,-1,-1,-1,-1,-1,-1,
MEM2301-000211,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000213,-1,-1,-1,-1,-1,-1,-1,-1,-1,
MEM2301-000214,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000216,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000220,1,1,1,-1,-1,1,-1,-1,-1,
MEM2301-000223,1,1,1,-1,-1,1,-1,-1,-1,
MEM2301-000225,1,1,1,2,2,2,2,2,2,
MEM2301-000227,1,1,1,-1,-1,1,-1,-1,-1,
MEM2301-000229,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000231,-1,-1,-1,-1,-1,-1,-1,-1,-1,
MEM2301-000233,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000234,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000239,-1,-1,-1,-1,-1,-1,-1,-1,-1,
MEM2301-000243,-1,-1,-1,-1,-1,-1,-1,-1,-1,
MEM2301-000245,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000249,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000248,-1,-1,-1,-1,-1,-1,-1,-1,-1,
MEM2301-000251,-1,-1,-1,-1,-1,-1,-1,-1,-1,
MEM2301-000252,-1,-1,-1,-1,-1,-1,-1,-1,-1,
MEM2301-000256,-1,-1,-1,-1,-1,-1,-1,-1,-1,
MEM2301-000259,1,1,1,-1,-1,1,1,-1,-1,
MEM2301-000260,-1,-1,-1,-1,-1,-1,-1,-1,-1,
MEM2301-000261,-1,-1,-1,-1,-1,-1,-1,-1,-1,
MEM2301-000262,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000263,1,1,1,2,2,2,2,2,2,
MEM2301-000268,1,1,1,2,2,2,2,2,2,
MEM2301-000274,1,1,1,2,2,2,2,2,2,
MEM2301-000294,1,1,1,-1,-1,1,-1,-1,-1,
MEM2301-000299,1,1,1,-1,-1,1,-1,1,-1,
MEM2301-000348,1,1,1,2,2,1,2,2,2,
MEM2301-000360,-1,-1,-1,-1,-1,-1,-1,-1,-1,
MEM2301-000361,1,1,1,2,2,2,2,2,2,
MEM2301-000362,-1,-1,-1,-1,-1,-1,-1,-1,-1,
3795,-1,-1,1,-1,-1,-1,-1,-1,-1,
3659,1,1,1,-1,-1,-1,-1,-1,-1,
3955,1,2,1,-1,-1,-1,-1,-1,-1,
3832,1,1,1,-1,-1,-1,-1,-1,-1,
3678,1,1,1,-1,-1,-1,-1,-1,-1,
3979,1,1,1,-1,-1,-1,-1,-1,-1,
3844,1,1,1,-1,-1,-1,-1,-1,-1,
3693,1,2,1,-1,-1,-1,-1,-1,-1,
2046,1,1,1,-1,-1,-1,-1,-1,-1,
2118,1,-1,1,-1,-1,-1,-1,-1,-1,
2123,1,1,1,-1,-1,-1,-1,-1,-1,
2126,1,1,1,-1,-1,-1,-1,-1,-1,
2146,1,1,1,-1,-1,-1,-1,-1,-1,
2173,1,1,1,-1,-1,-1,-1,-1,-1,
2179,1,1,1,-1,-1,-1,-1,-1,-1,
2051,1,1,1,-1,-1,-1,-1,-1,-1,
3706,1,1,1,-1,-1,-1,-1,-1,-1,
4012,-1,1,1,-1,-1,-1,-1,-1,-1,
2088,1,1,1,-1,-1,-1,-1,-1,-1,
4017,-1,1,1,-1,-1,-1,-1,-1,-1,
2061,1,1,1,-1,-1,-1,-1,-1,-1,
2072,1,1,1,-1,-1,-1,-1,-1,-1,
4032,1,1,1,-1,-1,-1,-1,-1,-1,
2078,1,1,1,-1,-1,-1,-1,-1,-1,
3640,1,1,1,-1,-1,-1,-1,-1,-1,
4224,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001084,1,1,1,-1,-1,-1,-1,1,-1,
MEM1901-001085,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM1901-001150,1,1,1,-1,-1,-1,-1,1,-1,
MEM1901-001251,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001346,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001330,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001323,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001291,1,1,1,2,-1,-1,-1,-1,-1,
MEM1901-001433,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM1901-001456,2,1,1,1,1,2,2,2,-1,
MEM2001-000041,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2001-000061,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2001-000082,1,1,1,-1,1,-1,-1,-1,-1,
MEM2201-000045,1,1,1,-1,-1,-1,-1,1,-1,
MEM2201-000132,-1,1,1,1,-1,1,-1,-1,-1,
MEM2201-000143,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM2201-000144,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM2201-000201,1,1,1,2,2,2,2,2,2,
MEM2201-000213,1,1,-1,-1,-1,-1,-1,1,-1,
MEM2201-000246,1,1,1,-1,-1,-1,-1,1,-1,
MEM2301-000018,1,1,1,-1,-1,1,-1,-1,-1,
MEM2301-000041,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000062,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000113,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000219,1,1,1,-1,-1,-1,-1,1,-1,
MEM2301-000222,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000224,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000232,1,1,1,-1,-1,1,-1,-1,-1,
MEM2301-000235,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000250,-1,-1,-1,-1,-1,-1,-1,-1,-1,
MEM2301-000257,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000269,1,1,1,-1,-1,1,-1,1,-1,
MEM2301-000271,1,1,1,-1,-1,-1,-1,1,-1,
MEM2301-000353,1,1,1,2,2,2,2,2,2,
MEM2301-000355,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000364,1,1,-1,-1,-1,1,-1,-1,-1,
MEM2301-000366,1,1,1,2,2,1,2,2,2,
2132,1,1,1,-1,-1,-1,-1,-1,-1,
2142,1,-1,1,-1,-1,-1,-1,-1,-1,
2144,1,1,1,-1,-1,-1,-1,-1,-1,
2154,1,1,1,-1,-1,-1,-1,-1,-1,
2049,1,1,1,-1,-1,-1,-1,-1,-1,
2082,1,1,1,-1,-1,-1,-1,-1,-1,
4013,1,1,1,-1,-1,-1,-1,-1,-1,
4015,1,1,1,-1,-1,-1,-1,-1,-1,
2292,1,1,1,-1,-1,-1,-1,-1,-1,
4203,1,1,1,-1,-1,-1,-1,-1,-1,
4004,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001080,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001136,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001137,-1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001179,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001176,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM1901-001017,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM1801-000344,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM1801-000303,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM1901-001303,1,1,2,2,2,2,2,2,2,
MEM1901-001286,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001284,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001283,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001281,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001482,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM2001-000080,1,1,1,-1,-1,-1,-1,-1,-1,
59921,-1,1,1,-1,-1,1,-1,-1,-1,
MEM2201-000101,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2201-000103,1,1,1,-1,-1,1,-1,-1,-1,
MEM2201-000105,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2201-000112,1,1,-1,-1,-1,1,-1,-1,-1,
MEM2201-000176,1,1,1,2,2,1,2,2,-1,
MEM2201-000238,1,1,1,-1,-1,-1,-1,1,-1,
MEM2201-000241,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000108,1,1,1,2,2,2,2,1,2,
58130,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000242,-1,-1,-1,-1,-1,-1,-1,-1,-1,
MEM2301-000264,-1,-1,-1,-1,-1,-1,-1,-1,-1,
MEM2301-000354,1,1,1,-1,-1,-1,-1,-1,-1,
2134,-1,-1,1,-1,-1,-1,-1,-1,-1,
2143,1,1,1,-1,-1,-1,-1,-1,-1,
2151,1,-1,1,-1,-1,-1,-1,-1,-1,
2160,1,1,1,-1,-1,-1,-1,-1,-1,
2170,1,1,1,-1,-1,-1,-1,-1,-1,
2177,1,1,1,-1,-1,-1,-1,-1,-1,
2053,2,2,1,-1,-1,-1,-1,-1,-1,
2184,1,1,1,-1,-1,-1,-1,-1,-1,
3712,1,1,1,-1,-1,-1,-1,-1,-1,
2070,1,1,1,-1,-1,-1,-1,-1,-1,
2090,1,1,1,-1,-1,-1,-1,-1,-1,
