EntryNo,SrNo,AccCode,AccDesc,Amount,TrType,Debit,Credit,Remarks,Acc_No,UserNam,TRMode
BB-0101-000000      ,1,000193,Electricity Charges,30100.00,NULL,NULL,NULL,NULL,1678,9000057,1
BB-0101-000001      ,1,000187,Stationery & Printing Charges,11377.00,NULL,NULL,NULL,NULL,1672,9000057,1
BB-0101-000001      ,2,000076,C.G.S.T,824.00,NULL,NULL,NULL,NULL,1545,9000057,1
BB-0101-000001      ,3,000075,S.G.S.T,824.00,NULL,NULL,NULL,NULL,1544,9000057,1
BB2301-000001       ,1,000043,Medium Term Loan,320200.00,NULL,NULL,NULL,NULL,1512,9000091,1
BB2301-000001       ,2,000048,Top-up Loan,91500.00,NULL,NULL,NULL,NULL,1517,9000091,1
BB2301-000001       ,3,000042,Emergency Loan - 1 - October,5000.00,NULL,NULL,NULL,NULL,1511,9000091,1
BB2301-000002       ,1,000048,Top-up Loan,65600.00,NULL,NULL,NULL,NULL,1517,9000091,1
BB2301-000003       ,1,000043,Medium Term Loan,460000.00,NULL,NULL,NULL,NULL,1512,9000091,1
BB2301-000004       ,1,000043,Medium Term Loan,500000.00,NULL,NULL,NULL,NULL,1512,9000139,1
BB2301-000005       ,1,000267,Net Paid - Dadar,145731.00,NULL,NULL,NULL,Bond No :-080300001,1840,NULL,NULL
BB2301-000006       ,1,000267,Net Paid - Dadar,148659.00,NULL,NULL,NULL,Bond No :-080300002,1840,NULL,NULL
BB2301-000007       ,1,000267,Net Paid - Dadar,262371.00,NULL,NULL,NULL,Bond No :-080300003,1840,NULL,NULL
BB2301-000008       ,1,000267,Net Paid - Dadar,191356.00,NULL,NULL,NULL,Bond No :-080300004,1840,NULL,NULL
BB2301-000009       ,1,000231,Other Bank Loan,98281.00,NULL,NULL,NULL,Bond No:-080300004,1716,NULL,NULL
BB2301-000010       ,1,000267,Net Paid - Dadar,128933.00,NULL,NULL,NULL,Bond No :-080300005,1840,NULL,NULL
BB2301-000011       ,1,000178,Leave Travel  Assistance,10100.00,NULL,NULL,NULL,NULL,1663,9000147,1
BB2301-000012       ,1,000267,Net Paid - Dadar,218934.00,NULL,NULL,NULL,Bond No :-080300006,1840,NULL,NULL
BB2301-000013       ,1,000267,Net Paid - Dadar,145731.00,NULL,NULL,NULL,Bond No :-080300007,1840,NULL,NULL
BB2301-000014       ,1,000267,Net Paid - Dadar,105637.00,NULL,NULL,NULL,Bond No :-080300008,1840,NULL,NULL
BB2301-000015       ,1,000267,Net Paid - Dadar,169737.00,NULL,NULL,NULL,Bond No :-080300009,1840,NULL,NULL
BB2301-000016       ,1,000267,Net Paid - Dadar,243025.00,NULL,NULL,NULL,Bond No :-080100001,1840,NULL,NULL
BB2301-000017       ,1,000267,Net Paid - Dadar,589575.00,NULL,NULL,NULL,Bond No :-080100002,1840,NULL,NULL
BB2301-000018       ,1,000267,Net Paid - Dadar,1184325.00,NULL,NULL,NULL,Bond No :-080100003,1840,NULL,NULL
BB2301-000019       ,1,000178,Leave Travel  Assistance,10100.00,NULL,NULL,NULL,NULL,1663,9000147,1
BB2301-000020       ,1,000130,Net Paid - Culaba,7250.00,NULL,NULL,NULL,FDR No :-38112,1615,NULL,NULL
BB2301-000022       ,1,000267,Net Paid - Dadar,265600.00,NULL,NULL,NULL,Bond No :-080100004,1840,NULL,NULL
BB2301-000023       ,1,000267,Net Paid - Dadar,65575.00,NULL,NULL,NULL,Bond No :-080100005,1840,NULL,NULL
BB2301-000024       ,1,000253,Fixed Deposits - Regular Deposit,100000.00,NULL,NULL,NULL,FDR No :-7012433,1738,NULL,NULL
BB2301-000024       ,2,000297,Interest Paid on - Fixed Deposits - Regular Deposit,7000.00,NULL,NULL,NULL,FDR No :-7012433,1871,NULL,NULL
BB2301-000025       ,1,000267,Net Paid - Dadar,731262.00,NULL,NULL,NULL,Bond No :-080100006,1840,NULL,NULL
BB2301-000026       ,1,000267,Net Paid - Dadar,526055.00,NULL,NULL,NULL,Bond No :-080100007,1840,NULL,NULL
BB2301-000027       ,1,000253,Fixed Deposits - Regular Deposit,950000.00,NULL,NULL,NULL,FDR No :-1000634,1738,NULL,NULL
BB2301-000027       ,2,000297,Interest Paid on - Fixed Deposits - Regular Deposit,3623.00,NULL,NULL,NULL,FDR No :-1000634,1871,NULL,NULL
BB2301-000028       ,1,000267,Net Paid - Dadar,357157.00,NULL,NULL,NULL,Bond No :-080100008,1840,NULL,NULL
BB2301-000029       ,1,000231,Other Bank Loan,42095.00,NULL,NULL,NULL,Bond No:-080100008,1716,NULL,NULL
BB2301-000030       ,1,000267,Net Paid - Dadar,250387.00,NULL,NULL,NULL,Bond No :-080100009,1840,NULL,NULL
BB2301-000031       ,1,000380,LONAVALA BUNGLOW ELECTRICITY CHARGES,12290.00,NULL,NULL,NULL,NULL,1956,9000057,1
BB2301-000032       ,1,000267,Net Paid - Dadar,336762.00,NULL,NULL,NULL,Bond No :-080100010,1840,NULL,NULL
BB2301-000033       ,1,000178,Leave Travel  Assistance,9000.00,NULL,NULL,NULL,NULL,1663,9000147,1
BB2301-000034       ,1,000267,Net Paid - Dadar,109987.00,NULL,NULL,NULL,Bond No :-080100011,1840,NULL,NULL
BB2301-000035       ,1,000253,Fixed Deposits - Regular Deposit,100000.00,NULL,NULL,NULL,FDR No :-7011500,1738,NULL,NULL
BB2301-000035       ,2,000297,Interest Paid on - Fixed Deposits - Regular Deposit,2152.00,NULL,NULL,NULL,FDR No :-7011500,1871,NULL,NULL
BB2301-000036       ,1,000267,Net Paid - Dadar,986075.00,NULL,NULL,NULL,Bond No :-080100012,1840,NULL,NULL
BB2301-000037       ,1,000043,Medium Term Loan,72200.00,NULL,NULL,NULL,NULL,1512,9000064,1
BB2301-000037       ,2,000048,Top-up Loan,47000.00,NULL,NULL,NULL,NULL,1517,9000064,1
BB2301-000037       ,3,000042,Emergency Loan - 1 - October,6000.00,NULL,NULL,NULL,NULL,1511,9000064,1
BB2301-000037       ,4,000041,Emergency Loan - 2 - June,2000.00,NULL,NULL,NULL,NULL,1510,9000064,1
BB2301-000038       ,1,000131,Net Paid - Anik,688700.00,NULL,NULL,NULL,Bond No :-020100001,1616,NULL,NULL
BB2301-000039       ,1,000178,Leave Travel  Assistance,6700.00,NULL,NULL,NULL,NULL,1663,9000147,1
BB2301-000040       ,1,000253,Fixed Deposits - Regular Deposit,100000.00,NULL,NULL,NULL,FDR No :-7011501,1738,NULL,NULL
BB2301-000040       ,2,000297,Interest Paid on - Fixed Deposits - Regular Deposit,2152.00,NULL,NULL,NULL,FDR No :-7011501,1871,NULL,NULL
BB2301-000041       ,1,000043,Medium Term Loan,359200.00,NULL,NULL,NULL,NULL,1512,9000091,1
BB2301-000042       ,1,000267,Net Paid - Dadar,293700.00,NULL,NULL,NULL,Bond No :-080100013,1840,NULL,NULL
BB2301-000043       ,1,000253,Fixed Deposits - Regular Deposit,100000.00,NULL,NULL,NULL,FDR No :-7012434,1738,NULL,NULL
BB2301-000043       ,2,000297,Interest Paid on - Fixed Deposits - Regular Deposit,5813.00,NULL,NULL,NULL,FDR No :-7012434,1871,NULL,NULL
BB2301-000044       ,1,000178,Leave Travel  Assistance,6700.00,NULL,NULL,NULL,NULL,1663,9000147,1
BB2301-000045       ,1,000267,Net Paid - Dadar,365825.00,NULL,NULL,NULL,Bond No :-080100014,1840,NULL,NULL
BB2301-000046       ,1,000253,Fixed Deposits - Regular Deposit,100000.00,NULL,NULL,NULL,FDR No :-7012468,1738,NULL,NULL
BB2301-000046       ,2,000297,Interest Paid on - Fixed Deposits - Regular Deposit,2828.00,NULL,NULL,NULL,FDR No :-7012468,1871,NULL,NULL
BB2301-000047       ,1,000178,Leave Travel  Assistance,6700.00,NULL,NULL,NULL,NULL,1663,9000147,1
BB2301-000048       ,1,000267,Net Paid - Dadar,362499.00,NULL,NULL,NULL,Bond No :-080100015,1840,NULL,NULL
BB2301-000049       ,1,000314,Leave Encashment,67602.00,NULL,NULL,NULL,NULL,1889,9000147,1
BB2301-000050       ,1,000131,Net Paid - Anik,293700.00,NULL,NULL,NULL,Bond No :-020100002,1616,NULL,NULL
BB2301-000051       ,1,000267,Net Paid - Dadar,227850.00,NULL,NULL,NULL,Bond No :-080100016,1840,NULL,NULL
BB2301-000052       ,1,000314,Leave Encashment,281090.00,NULL,NULL,NULL,NULL,1889,9000147,1
BB2301-000053       ,1,000131,Net Paid - Anik,29231.00,NULL,NULL,NULL,Bond No :-020100003,1616,NULL,NULL
BB2301-000054       ,1,000267,Net Paid - Dadar,78625.00,NULL,NULL,NULL,Bond No :-080900001,1840,NULL,NULL
BB2301-000055       ,1,000131,Net Paid - Anik,606700.00,NULL,NULL,NULL,Bond No :-020100004,1616,NULL,NULL
BB2301-000056       ,1,000064,Special Adhesive Stamp,20000.00,NULL,NULL,NULL,NULL,1533,9000057,1
BB2301-000056       ,2,000213,Service Charges Receivable,2000.00,NULL,NULL,NULL,NULL,1698,9000057,1
BB2301-000057       ,1,000043,Medium Term Loan,199300.00,NULL,NULL,NULL,NULL,1512,9000064,1
BB2301-000057       ,2,000048,Top-up Loan,20700.00,NULL,NULL,NULL,NULL,1517,9000064,1
BB2301-000058       ,1,000267,Net Paid - Dadar,252750.00,NULL,NULL,NULL,NULL,1840,9000147,2
BB2301-000059       ,1,000131,Net Paid - Anik,320025.00,NULL,NULL,NULL,Bond No :-020100005,1616,NULL,NULL
BB2301-000060       ,1,000131,Net Paid - Anik,57537.00,NULL,NULL,NULL,Bond No :-020100006,1616,NULL,NULL
BB2301-000061       ,1,000010,B.O.I.-Staff P.F. S.B.A/c.- 17773,141400.00,NULL,NULL,NULL,NULL,1479,9000147,1
BB2301-000062       ,1,000131,Net Paid - Anik,139075.00,NULL,NULL,NULL,Bond No :-020100007,1616,NULL,NULL
BB2301-000063       ,1,000131,Net Paid - Anik,293700.00,NULL,NULL,NULL,Bond No :-020100008,1616,NULL,NULL
BB2301-000064       ,1,000195,Administrative Charges,550000.00,NULL,NULL,NULL,NULL,1680,9000057,1
BB2301-000065       ,1,000131,Net Paid - Anik,583175.00,NULL,NULL,NULL,Bond No :-020100009,1616,NULL,NULL
BB2301-000066       ,1,000131,Net Paid - Anik,150091.00,NULL,NULL,NULL,Bond No :-020300001,1616,NULL,NULL
BB2301-000067       ,1,000131,Net Paid - Anik,284233.00,NULL,NULL,NULL,Bond No :-020300002,1616,NULL,NULL
BB2301-000068       ,1,000184,Rent,600.00,NULL,NULL,NULL,NULL,1669,9000057,1
BB2301-000069       ,1,000131,Net Paid - Anik,141731.00,NULL,NULL,NULL,Bond No :-020300003,1616,NULL,NULL
BB2301-000070       ,1,000131,Net Paid - Anik,100549.00,NULL,NULL,NULL,Bond No :-020300004,1616,NULL,NULL
BB2301-000071       ,1,000186,Telephone Charges,2113.00,NULL,NULL,NULL,NULL,1671,9000057,1
BB2301-000072       ,1,000131,Net Paid - Anik,293637.00,NULL,NULL,NULL,Bond No :-020300005,1616,NULL,NULL
BB2301-000073       ,1,000131,Net Paid - Anik,112145.00,NULL,NULL,NULL,Bond No :-020300006,1616,NULL,NULL
BB2301-000074       ,1,000043,Medium Term Loan,164000.00,NULL,NULL,NULL,NULL,1512,9000064,1
BB2301-000074       ,2,000099,Share Capital,8000.00,NULL,NULL,NULL,NULL,1584,9000064,1
BB2301-000075       ,1,000131,Net Paid - Anik,293337.00,NULL,NULL,NULL,Bond No :-020300007,1616,NULL,NULL
BB2301-000076       ,1,000131,Net Paid - Anik,38450.00,NULL,NULL,NULL,Bond No :-020300008,1616,NULL,NULL
BB2301-000077       ,1,000131,Net Paid - Anik,188937.00,NULL,NULL,NULL,Bond No :-020300009,1616,NULL,NULL
BB2301-000078       ,1,000131,Net Paid - Anik,14500.00,NULL,NULL,NULL,FDR No :-38106,1616,NULL,NULL
BB2301-000079       ,1,000135,Net Paid - Mulund,194533.00,NULL,NULL,NULL,Bond No :-050300001,1620,NULL,NULL
BB2301-000080       ,1,000132,Net Paid - Deonar,488250.00,NULL,NULL,NULL,Bond No :-060100001,1617,NULL,NULL
BB2301-000081       ,1,000043,Medium Term Loan,414400.00,NULL,NULL,NULL,NULL,1512,9000075,1
BB2301-000081       ,2,000048,Top-up Loan,124500.00,NULL,NULL,NULL,NULL,1517,9000075,1
BB2301-000081       ,3,000041,Emergency Loan - 2 - June,1000.00,NULL,NULL,NULL,NULL,1510,9000075,1
BB2301-000081       ,4,000042,Emergency Loan - 1 - October,5000.00,NULL,NULL,NULL,NULL,1511,9000075,1
BB2301-000082       ,1,000132,Net Paid - Deonar,688700.00,NULL,NULL,NULL,Bond No :-060100002,1617,NULL,NULL
BB2301-000083       ,1,000131,Net Paid - Anik,36250.00,NULL,NULL,NULL,FDR No :-38105,1616,NULL,NULL
BB2301-000084       ,1,000043,Medium Term Loan,550800.00,NULL,NULL,NULL,NULL,1512,9000075,1
BB2301-000085       ,1,000132,Net Paid - Deonar,41575.00,NULL,NULL,NULL,Bond No :-060100003,1617,NULL,NULL
BB2301-000086       ,1,000132,Net Paid - Deonar,263750.00,NULL,NULL,NULL,Bond No :-060100004,1617,NULL,NULL
BB2301-000087       ,1,000135,Net Paid - Mulund,669200.00,NULL,NULL,NULL,Bond No :-050100001,1620,NULL,NULL
BB2301-000088       ,1,000231,Other Bank Loan,20000.00,NULL,NULL,NULL,Bond No:-050100001,1716,NULL,NULL
BB2301-000089       ,1,000132,Net Paid - Deonar,188275.00,NULL,NULL,NULL,Bond No :-060100005,1617,NULL,NULL
BB2301-000090       ,1,000253,Fixed Deposits - Regular Deposit,200000.00,NULL,NULL,NULL,FDR No :-1000875,1738,NULL,NULL
BB2301-000091       ,1,000253,Fixed Deposits - Regular Deposit,500000.00,NULL,NULL,NULL,FDR No :-7012407,1738,NULL,NULL
BB2301-000091       ,2,000297,Interest Paid on - Fixed Deposits - Regular Deposit,35000.00,NULL,NULL,NULL,FDR No :-7012407,1871,NULL,NULL
BB2301-000092       ,1,000132,Net Paid - Deonar,328075.00,NULL,NULL,NULL,Bond No :-060100006,1617,NULL,NULL
BB2301-000093       ,1,000132,Net Paid - Deonar,928975.00,NULL,NULL,NULL,Bond No :-060100007,1617,NULL,NULL
BB2301-000094       ,1,000043,Medium Term Loan,178000.00,NULL,NULL,NULL,NULL,1512,9000091,1
BB2301-000094       ,2,000042,Emergency Loan - 1 - October,5000.00,NULL,NULL,NULL,NULL,1511,9000091,1
BB2301-000094       ,3,000041,Emergency Loan - 2 - June,1000.00,NULL,NULL,NULL,NULL,1510,9000091,1
BB2301-000095       ,1,000135,Net Paid - Mulund,94950.00,NULL,NULL,NULL,Bond No :-050100002,1620,NULL,NULL
BB2301-000096       ,1,000132,Net Paid - Deonar,403600.00,NULL,NULL,NULL,Bond No :-060100008,1617,NULL,NULL
BB2301-000098       ,1,000135,Net Paid - Mulund,735762.00,NULL,NULL,NULL,Bond No :-050100003,1620,NULL,NULL
BB2301-000099       ,1,000134,Net Paid - Oshiwara,150296.00,NULL,NULL,NULL,Bond No :-030300001,1619,NULL,NULL
BB2301-000100       ,1,000132,Net Paid - Deonar,292137.00,NULL,NULL,NULL,Bond No :-060300001,1617,NULL,NULL
BB2301-000101       ,1,000133,Net Paid - Majas,688000.00,NULL,NULL,NULL,Bond No :-040100001,1618,NULL,NULL
BB2301-000102       ,1,000135,Net Paid - Mulund,679700.00,NULL,NULL,NULL,Bond No :-050100004,1620,NULL,NULL
BB2301-000103       ,1,000134,Net Paid - Oshiwara,244637.00,NULL,NULL,NULL,Bond No :-030100001,1619,NULL,NULL
BB2301-000104       ,1,000132,Net Paid - Deonar,80590.00,NULL,NULL,NULL,Bond No :-060300002,1617,NULL,NULL
BB2301-000105       ,1,000135,Net Paid - Mulund,282600.00,NULL,NULL,NULL,Bond No :-050100005,1620,NULL,NULL
BB2301-000106       ,1,000043,Medium Term Loan,181200.00,NULL,NULL,NULL,NULL,1512,9000068,1
BB2301-000107       ,1,000134,Net Paid - Oshiwara,41409.00,NULL,NULL,NULL,Bond No :-030100002,1619,NULL,NULL
BB2301-000108       ,1,000043,Medium Term Loan,174400.00,NULL,NULL,NULL,NULL,1512,9000093,1
BB2301-000109       ,1,000133,Net Paid - Majas,886950.00,NULL,NULL,NULL,Bond No :-040100002,1618,NULL,NULL
BB2301-000110       ,1,000135,Net Paid - Mulund,738262.00,NULL,NULL,NULL,Bond No :-050100006,1620,NULL,NULL
BB2301-000111       ,1,000043,Medium Term Loan,674500.00,NULL,NULL,NULL,NULL,1512,9000068,1
BB2301-000111       ,2,000048,Top-up Loan,120800.00,NULL,NULL,NULL,NULL,1517,9000068,1
BB2301-000111       ,3,000042,Emergency Loan - 1 - October,6000.00,NULL,NULL,NULL,NULL,1511,9000068,1
BB2301-000112       ,1,000135,Net Paid - Mulund,178300.00,NULL,NULL,NULL,Bond No :-050100007,1620,NULL,NULL
BB2301-000113       ,1,000043,Medium Term Loan,15000.00,NULL,NULL,NULL,NULL,1512,9000143,1
BB2301-000114       ,1,000132,Net Paid - Deonar,194533.00,NULL,NULL,NULL,Bond No :-060300003,1617,NULL,NULL
BB2301-000115       ,1,000133,Net Paid - Majas,146512.00,NULL,NULL,NULL,Bond No :-040100003,1618,NULL,NULL
BB2301-000116       ,1,000135,Net Paid - Mulund,119887.00,NULL,NULL,NULL,Bond No :-050100008,1620,NULL,NULL
BB2301-000117       ,1,000043,Medium Term Loan,249000.00,NULL,NULL,NULL,NULL,1512,9000068,1
BB2301-000118       ,1,000132,Net Paid - Deonar,293637.00,NULL,NULL,NULL,Bond No :-060300004,1617,NULL,NULL
BB2301-000119       ,1,000134,Net Paid - Oshiwara,789325.00,NULL,NULL,NULL,Bond No :-030100003,1619,NULL,NULL
BB2301-000120       ,1,000043,Medium Term Loan,92000.00,NULL,NULL,NULL,NULL,1512,9000138,1
BB2301-000121       ,1,000135,Net Paid - Mulund,442387.00,NULL,NULL,NULL,Bond No :-050100009,1620,NULL,NULL
BB2301-000122       ,1,000043,Medium Term Loan,25000.00,NULL,NULL,NULL,NULL,1512,9000068,1
BB2301-000122       ,2,000048,Top-up Loan,16000.00,NULL,NULL,NULL,NULL,1517,9000068,1
BB2301-000122       ,3,000042,Emergency Loan - 1 - October,6000.00,NULL,NULL,NULL,NULL,1511,9000068,1
BB2301-000122       ,4,000041,Emergency Loan - 2 - June,2000.00,NULL,NULL,NULL,NULL,1510,9000068,1
BB2301-000123       ,1,000133,Net Paid - Majas,48887.00,NULL,NULL,NULL,Bond No :-040100004,1618,NULL,NULL
BB2301-000124       ,1,000135,Net Paid - Mulund,241237.00,NULL,NULL,NULL,Bond No :-050300002,1620,NULL,NULL
BB2301-000125       ,1,000134,Net Paid - Oshiwara,395875.00,NULL,NULL,NULL,Bond No :-030100004,1619,NULL,NULL
